단어,빈도,비율(%)
시드,1,0.01
라니스터와도,1,0.01
전화는,1,0.01
중뿐입니다,1,0.01
제품인지에,1,0.01
짧으며,1,0.01
1m여야,1,0.01
미치는,1,0.01
불만에도,1,0.01
나한테는,1,0.01
배달되었기,1,0.01
청진기를,1,0.01
10그램짜리,1,0.01
부쳐진,1,0.01
확인했다,1,0.01
청진기도,1,0.01
처리하겠습니다,1,0.01
찌그러져서,1,0.01
상환할,1,0.01
손상됐고,1,0.01
교체했는데도,1,0.01
웹사이트나,1,0.01
표현하기,1,0.01
차질이,1,0.01
청동색,1,0.01
73입니다,1,0.01
137,1,0.01
발행했습니다,1,0.01
프라임,1,0.01
프라임에서,1,0.01
프라임에,1,0.01
가입했는데,1,0.01
다들,1,0.01
해주지,1,0.01
판매에서는,1,0.01
발생할,1,0.01
램프도,1,0.01
가는데,1,0.01
배상해주나요,1,0.01
발표되었고,1,0.01
열등했습니다,1,0.01
민감합니다,1,0.01
원본인지,1,0.01
확신할,1,0.01
없었다고,1,0.01
고백한다,1,0.01
벨벳,1,0.01
커버에,1,0.01
라인석,1,0.01
표시되는,1,0.01
진주,1,0.01
표시등은,1,0.01
20일도,1,0.01
들어오지,1,0.01
주시거나,1,0.01
필요하다면,1,0.01
분실됐는지는,1,0.01
쿠리티바를,1,0.01
리오에는,1,0.01
3일이었습니다,1,0.01
효율적일,1,0.01
03까지,1,0.01
10시,1,0.01
44분에,1,0.01
배송됐다는,1,0.01
거기를,1,0.01
언어치료사를,1,0.01
협력하고,1,0.01
슈마이스,1,0.01
파손되었어요,1,0.01
교환방법이,1,0.01
콜센터가,1,0.01
존경받을,1,0.01
자격이,1,0.01
tra,1,0.01
제조를,1,0.01
냉장고를,1,0.01
팔았는데,1,0.01
안해준다는,1,0.01
젤필름으로,1,0.01
필름이었습니다,1,0.01
상품수령에,1,0.01
못하셨습니다,1,0.01
20개가,1,0.01
아무리,1,0.01
말해도,1,0.01
pac에도,1,0.01
지난주에,1,0.01
mercado,1,0.01
livre를,1,0.01
내부를,1,0.01
처음이라,1,0.01
의심스럽긴,1,0.01
위험을,1,0.01
감수하기로,1,0.01
안정적이지,1,0.01
노력으로,1,0.01
회전하는,1,0.01
중심,1,0.01
축에,1,0.01
의해서만,1,0.01
유지됩니다,1,0.01
패스너,1,0.01
매뉴얼이,1,0.01
전단지가,1,0.01
누구를,1,0.01
대가를,1,0.01
퀵쿠킹백이,1,0.01
나와있어요,1,0.01
수령됨,1,0.01
남지,1,0.01
이웃집으로,1,0.01
배송하나요,1,0.01
다른분께,1,0.01
제품수거를,1,0.01
부탁했는데,1,0.01
20이,1,0.01
취소합니다5,1,0.01
대답은,1,0.01
아니요이므로,1,0.01
위의,1,0.01
아니요로,1,0.01
표시해야,1,0.01
뻗어있는,1,0.01
예쁜,1,0.01
이불이었는데,1,0.01
올라와,1,0.01
motorola의,1,0.01
완료했다고,1,0.01
못드렸네요,1,0.01
감지기에,1,0.01
3병이라고,1,0.01
왜냐면,1,0.01
했었거든요,1,0.01
minute,1,0.01
machine,1,0.01
일을하는,1,0.01
배달원,1,0.01
전화기가,1,0.01
재충전되지,1,0.01
더마콜,1,0.01
223,1,0.01
안해주더라구요,1,0.01
말란시아,1,0.01
whaite라는,1,0.01
결제되었어요,1,0.01
가볍다는,1,0.01
만들어져,1,0.01
코로나,1,0.01
샤워를,1,0.01
보냈듯이,1,0.01
이루어졌으나,1,0.01
그라인더가,1,0.01
유지되어,1,0.01
입으로,1,0.01
20개의,1,0.01
용기가,1,0.01
올지,1,0.01
머스킷티어,1,0.01
손잡이는,1,0.01
수준의,1,0.01
상자에도,1,0.01
azamerica,1,0.01
s1005에서는,1,0.01
pop,1,0.01
수신되지,1,0.01
26일이었고,1,0.01
아버지께,1,0.01
기도하는,1,0.01
마리만,1,0.01
알아보려면,1,0.01
수익금이,1,0.01
배달하기,1,0.01
말아서,1,0.01
타는,1,0.01
송장상으로는,1,0.01
lexmark,1,0.01
e250,1,0.01
350,1,0.01
460,1,0.01
필름만,1,0.01
드럼,1,0.01
14개를,1,0.01
9개만,1,0.01
처방이,1,0.01
콘택트렌즈를,1,0.01
50을,1,0.01
75가,1,0.01
슬프네요,1,0.01
연체되었습니다,1,0.01
정품이었는데,1,0.01
원단으로,1,0.01
매트리스를,1,0.01
움직일,1,0.01
미끄러집니다,1,0.01
장갑은,1,0.01
hdi,1,0.01
연장케이블,1,0.01
honda,1,0.01
tornado,1,0.01
250,1,0.01
머드가드와,1,0.01
페어링을,1,0.01
머드가드,1,0.01
페어링만,1,0.01
공유한다는,1,0.01
믿기지,1,0.01
그대로의,1,0.01
원본의,1,0.01
끔찍해서,1,0.01
사용하기로,1,0.01
결정했는지,1,0.01
사용설명서도,1,0.01
남겨두었습니다,1,0.01
기다리거나,1,0.01
낙타의,1,0.01
나타나고,1,0.01
컴퓨터에서는,1,0.01
인식조차,1,0.01
6가지,1,0.01
샴푸의,1,0.01
유효기간이,1,0.01
각각의,1,0.01
만료일은,1,0.01
6월입니다,1,0.01
가위세트를,1,0.01
중국이고,1,0.01
인형은,1,0.01
sert,1,0.01
es가,1,0.01
식으로든,1,0.01
만질,1,0.01
도와주지도,1,0.01
해주시네요,1,0.01
발표했지만,1,0.01
추천드릴,1,0.01
240알,1,0.01
120알이,1,0.01
교환신청했는데,1,0.01
답변기다리고있습니다,1,0.01
해결하는지에,1,0.01
추천할지,1,0.01
말씀드리겠습니다,1,0.01
던졌고,1,0.01
가지러,1,0.01
돌아서야,1,0.01
뜯지도,1,0.01
미적이나,1,0.01
아름다움도,1,0.01
가죽인데,1,0.01
xtramaster,1,0.01
혼란스러워했을,1,0.01
일어나기를,1,0.01
바라면서,1,0.01
부모님이,1,0.01
퇴직하셨고,1,0.01
계시는데,1,0.01
도시락만,1,0.01
청소,1,0.01
팔지만,1,0.01
판매에는,1,0.01
사람에,1,0.01
어버이날,1,0.01
29였고,1,0.01
실이,1,0.01
끊어졌고,1,0.01
개봉되지,1,0.01
광고네요,1,0.01
가늠할,1,0.01
걱정입니다,1,0.01
발생했는데,1,0.01
보내주시는,1,0.01
딸의,1,0.01
수신,1,0.01
여부가,1,0.01
조명이,1,0.01
어때요,1,0.01
괜찮네요,1,0.01
주목,1,0.01
기술자입니다,1,0.01
합의되었습니다,1,0.01
걸리는지,1,0.01
보호대를,1,0.01
모자를,1,0.01
마이크가,1,0.01
고장난,1,0.01
외이젬,1,0.01
라디오만,1,0.01
02가,1,0.01
효율성,1,0.01
잘못되었거나,1,0.01
상품수량이,1,0.01
cascavel,1,0.01
pr로,1,0.01
산다,1,0.01
에센스를,1,0.01
하이드롤라이즈드,1,0.01
홈페이지와,1,0.01
접수되었다고,1,0.01
콜라겐을,1,0.01
악의를,1,0.01
무뎌졌습니다,1,0.01
과정이,1,0.01
스러울,1,0.01
빠졌는지,1,0.01
마무리하기,1,0.01
실용적이었고,1,0.01
사이트와,1,0.01
예뻐서,1,0.01
기뻤습니다,1,0.01
장미꽃처럼,1,0.01
00이었고,1,0.01
172,1,0.01
느렸지만,1,0.01
브랜드이기,1,0.01
양면,1,0.01
단면,1,0.01
봉투였습니다,1,0.01
control,1,0.01
aquarios는,1,0.01
변환기를,1,0.01
연결해야,1,0.01
유형이,1,0.01
소개를,1,0.01
dtv,1,0.01
8000,1,0.01
컨버터를,1,0.01
켰습니다,1,0.01
다양해서,1,0.01
지연됐어요,1,0.01
희망하며,1,0.01
달라질지,1,0.01
알겠는가,1,0.01
당구공,1,0.01
공의,1,0.01
재질,1,0.01
돌려받는,1,0.01
전문성과,1,0.01
무시되고,1,0.01
내부마감이,1,0.01
반품요청하였습니다,1,0.01
기다리자,1,0.01
정품이길,1,0.01
영양,1,0.01
마스크,1,0.01
제기하기,1,0.01
우체국까지,1,0.01
버스표를,1,0.01
내야했는데,1,0.01
환급을,1,0.01
판매취소를,1,0.01
반품하라는,1,0.01
조언을,1,0.01
구조적,1,0.01
알려진,1,0.01
이동수단을,1,0.01
맞춰지지,1,0.01
정렬되지,1,0.01
나가세요,1,0.01
아직은,1,0.01
만족스럽다고,1,0.01
보호필름을,1,0.01
보호커버는,1,0.01
구매하거나,1,0.01
구매하도록,1,0.01
브라질에서는,1,0.01
규칙이,1,0.01
반드시,1,0.01
사진만큼,1,0.01
아름답지는,1,0.01
고정되지,1,0.01
머리에,1,0.01
움직임은,1,0.01
머리에서,1,0.01
느슨해집니다,1,0.01
shptime에서,1,0.01
선택하는,1,0.01
검토되어야,1,0.01
정책입니다,1,0.01
부문에서,1,0.01
역사를,1,0.01
캡에,1,0.01
찢어져야,1,0.01
사용설명서에는,1,0.01
찢어지면,1,0.01
추천하기,1,0.01
저의,1,0.01
장식하려고,1,0.01
가구를,1,0.01
우스꽝스럽게,1,0.01
디퓨저가,1,0.01
이었고,1,0.01
불만족은,1,0.01
정중하게,1,0.01
정의하는,1,0.01
선물했어요,1,0.01
쇼와,1,0.01
다이아몬드로,1,0.01
폐차장을,1,0.01
광고만큼은,1,0.01
길이는,1,0.01
5m가,1,0.01
5미터,1,0.01
옛날에는,1,0.01
판다고,1,0.01
스탠드,1,0.01
리더,1,0.01
옆면에,1,0.01
상품가액을,1,0.01
끔찍해,1,0.01
낭비야,1,0.01
리필,1,0.01
실수,1,0.01
지연되는거,1,0.01
빼고,1,0.01
누구한테도,1,0.01
최악이므로,1,0.01
아이템은,1,0.01
베베,1,0.01
동물원,1,0.01
매장인데,1,0.01
마감기간이라,1,0.01
그때쯤,1,0.01
kd,1,0.01
컴패니언,1,0.01
검토하거나,1,0.01
재고도,1,0.01
내놓고,1,0.01
광대라고,1,0.01
생각하는군요,1,0.01
드려도,1,0.01
파란색이고,1,0.01
녹색입니다,1,0.01
접촉한,1,0.01
배송문제가,1,0.01
40일이고,1,0.01
넘어서도,1,0.01
장갑을,1,0.01
정리되고,1,0.01
남길,1,0.01
캐러멜,1,0.01
비준수입니다,1,0.01
사용불가,1,0.01
충전재로,1,0.01
이상해집니다,1,0.01
캐릭터와,1,0.01
데크,1,0.01
층의,1,0.01
나무가,1,0.01
부러졌습니다,1,0.01
선물이에요,1,0.01
파손됨,1,0.01
나온대로,1,0.01
100레알을,1,0.01
스피커는,1,0.01
신뢰가,1,0.01
돌려줄까요,1,0.01
배송정보가,1,0.01
16gb가,1,0.01
펜드라이브를,1,0.01
받았으니,1,0.01
두겠습니다,1,0.01
최악,1,0.01
주머니가,1,0.01
닳았거나,1,0.01
편하지만,1,0.01
덤벨,1,0.01
판매자이고,1,0.01
주문인지,1,0.01
괜찮았으나,1,0.01
부러지려고,1,0.01
정당하게,1,0.01
정정된,1,0.01
게이머,1,0.01
3200,1,0.01
soldado,1,0.01
gamer를,1,0.01
estone,1,0.01
sports,1,0.01
2400,1,0.01
게이밍,1,0.01
출시했습니다,1,0.01
rubber,1,0.01
flash,1,0.01
tvolkswagen,1,0.01
2010,1,0.01
이라는,1,0.01
universal,1,0.01
샀나요,1,0.01
epson에,1,0.01
특성상,1,0.01
속이기,1,0.01
수영장용,1,0.01
염소,1,0.01
버킷용,1,0.01
가방의,1,0.01
선언된,1,0.01
gt,1,0.01
케일라,1,0.01
670,1,0.01
아웃소싱을,1,0.01
걸었습니다,1,0.01
분노한다,1,0.01
필수이며,1,0.01
마찬가지지만,1,0.01
by,1,0.01
ss77x에,1,0.01
구입했으므로,1,0.01
수령했음을,1,0.01
인정합니다,1,0.01
다음주까지,1,0.01
가끔씩만,1,0.01
cd를,1,0.01
드라이브가,1,0.01
발생하면,1,0.01
평소와는,1,0.01
시끄러운,1,0.01
소음이,1,0.01
예정이었으나,1,0.01
글루타민,1,0.01
프로폴리스,1,0.01
글루타민을,1,0.01
지불했음에도,1,0.01
1km,1,0.01
편의상,1,0.01
안받네요,1,0.01
항목만,1,0.01
기저귀교환대,1,0.01
슬고,1,0.01
톱이,1,0.01
도구,1,0.01
취소하세요,1,0.01
오리지널로,1,0.01
replica,1,0.01
보증서는,1,0.01
중고제품,1,0.01
긁혔네요,1,0.01
질문이,1,0.01
안보이네요,1,0.01
기다렸는데도,1,0.01
많았습니다,1,0.01
3장으로,1,0.01
이번은,1,0.01
이불01장,1,0.01
베개홀더,1,0.01
베개홀더가,1,0.01
바느질도,1,0.01
bcaa,1,0.01
정제가,1,0.01
500ml,1,0.01
돈내겠어요,1,0.01
돈낭비해서,1,0.01
벽지를,1,0.01
스패클이,1,0.01
필요없다는,1,0.01
돈낭비했습니다,1,0.01
숄은,1,0.01
받았으나,1,0.01
00달러에,1,0.01
도어가,1,0.01
넘어갑니다,1,0.01
주간에,1,0.01
반송하는,1,0.01
내부의,1,0.01
소음,1,0.01
밀턴,1,0.01
표시된대로,1,0.01
분석에,1,0.01
주문내역에는,1,0.01
주름진,1,0.01
이불처럼,1,0.01
참여하는,1,0.01
물류업체를,1,0.01
엔텍,1,0.01
닿아,1,0.01
토요일부터,1,0.01
커버나,1,0.01
드라이브를,1,0.01
타겟,1,0.01
취소로,1,0.01
처리되고,1,0.01
싶어하는데,1,0.01
벗어나,1,0.01
3리터일,1,0.01
7l,1,0.01
전화했기,1,0.01
되었다,1,0.01
파괴되었습니다,1,0.01
부족하네요,1,0.01
은색으로,1,0.01
교환요청하려고,1,0.01
아프지,1,0.01
승인해야,1,0.01
duosat,1,0.01
트렌트,1,0.01
컨트롤도,1,0.01
구매사진에,1,0.01
나온것보다,1,0.01
완료인데도,1,0.01
tv에,1,0.01
그것과,1,0.01
gold,1,0.01
라카,1,0.01
넣어두기도,1,0.01
이젤,1,0.01
하늘색으로,1,0.01
회색빛이,1,0.01
도는,1,0.01
나무도,1,0.01
버가,1,0.01
아쉽게,1,0.01
투명한,1,0.01
변장하는,1,0.01
걸리므로,1,0.01
타르가르옌과의,1,0.01
승인하는데,1,0.01
빠져서,1,0.01
속여서,1,0.01
게시합니다,1,0.01
박람회에,1,0.01
안다면,1,0.01
분할하면서,1,0.01
03으로,1,0.01
나누었는데,1,0.01
리모컨과,1,0.01
리모컨이,1,0.01
30일을,1,0.01
청구하지,1,0.01
솔직할,1,0.01
어린,1,0.01
아이만,1,0.01
만료되어,1,0.01
두세,1,0.01
작동하다가,1,0.01
멈출,1,0.01
불규칙성을,1,0.01
보이기,1,0.01
배달시킨,1,0.01
사람인데,1,0.01
자꾸,1,0.01
탓만,1,0.01
17일이었고,1,0.01
탐색이,1,0.01
집에도,1,0.01
토너에,1,0.01
목적에,1,0.01
부합하지,1,0.01
배송예정일은,1,0.01
8이었는데,1,0.01
안된것,1,0.01
같더니,1,0.01
8이네요,1,0.01
노력했습니다,1,0.01
adc,1,0.01
담으세요,1,0.01
매장이라,1,0.01
합쳤습니다,1,0.01
타이어가,1,0.01
5k,1,0.01
메모의,1,0.01
11k,1,0.01
메모에서,1,0.01
무게는,1,0.01
표시됩니까,1,0.01
롤러와,1,0.01
압착기가,1,0.01
들어왔고,1,0.01
져야하는,1,0.01
알지도,1,0.01
살균기만,1,0.01
소독기는,1,0.01
죄송합니다만,1,0.01
소용없어,1,0.01
죽어서,1,0.01
29일인,1,0.01
포스팅하는,1,0.01
그것이기,1,0.01
랜턴,1,0.01
랜턴이,1,0.01
편지를,1,0.01
넘기고,1,0.01
판매되었는데,1,0.01
짝퉁이,1,0.01
하자마자,1,0.01
태너,1,0.01
com으로부터,1,0.01
배송되었는지,1,0.01
열어본,1,0.01
요청에서,1,0.01
언급했듯이,1,0.01
전압과,1,0.01
사람들을,1,0.01
모으기,1,0.01
시간의,1,0.01
완제품을,1,0.01
6잔중,1,0.01
4잔이,1,0.01
없어졌네요,1,0.01
손에서,1,0.01
nt가,1,0.01
31일에,1,0.01
깨졌구나,1,0.01
핸드폰도,1,0.01
있구나,1,0.01
온도계가,1,0.01
앱에,1,0.01
후회하는,1,0.01
어디에서,1,0.01
불평하나요,1,0.01
인정되지,1,0.01
마모되어,1,0.01
페라리를,1,0.01
지속적인,1,0.01
부서에서,1,0.01
화재로,1,0.01
사건에,1,0.01
전화하려고,1,0.01
항의와,1,0.01
답변요청을,1,0.01
개밖에,1,0.01
바비큐,1,0.01
제안했고,1,0.01
hp122,1,0.01
기술자에,1,0.01
원본도,1,0.01
인치,1,0.01
사건의,1,0.01
30개씩,1,0.01
28개만,1,0.01
정리하기가,1,0.01
힘든,1,0.01
일이군요,1,0.01
불가능,1,0.01
돈만,1,0.01
안받고,1,0.01
베개만,1,0.01
기계나,1,0.01
녹음이,1,0.01
대화해야,1,0.01
생각해요,1,0.01
15월,1,0.01
취하고,1,0.01
85,1,0.01
호환되지만,1,0.01
페이저,1,0.01
3040으로,1,0.01
해보았는데,1,0.01
읽혀졌습니다,1,0.01
느렸고,1,0.01
팔았을,1,0.01
때가,1,0.01
좋았어요,1,0.01
송장까지,1,0.01
생성했습니다,1,0.01
영화가,1,0.01
포장되었으며,1,0.01
정품과,1,0.01
orographic,1,0.01
마개가,1,0.01
유용하지,1,0.01
비타덤,1,0.01
콘택트렌즈,1,0.01
2박스를,1,0.01
75이고,1,0.01
25입니다,1,0.01
75만,1,0.01
받습니다,1,0.01
나열되어,1,0.01
hoviables,1,0.01
어머니에게,1,0.01
하게,1,0.01
발행되었고,1,0.01
12일이며,1,0.01
14일입니다,1,0.01
중이,1,0.01
걱정됨,1,0.01
10레알의,1,0.01
틈새시장,1,0.01
적어서,1,0.01
부주의한,1,0.01
바뀌었고,1,0.01
보습크림이,1,0.01
스타일링,1,0.01
크림만,1,0.01
가게라,1,0.01
빠를,1,0.01
걸린다고,1,0.01
mikrotik,1,0.01
라우터보드,1,0.01
rb951ui,1,0.01
2hnd가,1,0.01
배송지연이었는데요,1,0.01
싶었고,1,0.01
27부터,1,0.01
19까지,1,0.01
울렸는데,1,0.01
높이가,1,0.01
3m에,1,0.01
던졌습니다,1,0.01
부주의해요,1,0.01
깨뜨릴,1,0.01
구매했다는,1,0.01
해결되는지,1,0.01
epson의,1,0.01
접착제로,1,0.01
붙인,1,0.01
잘못샀는데,1,0.01
망했어요,1,0.01
구매하기엔,1,0.01
사이트지만,1,0.01
애프터서비스,1,0.01
교환안내,1,0.01
후회가,1,0.01
존경심의,1,0.01
향한,1,0.01
감정을,1,0.01
요약해줬어요,1,0.01
운전사,1,0.01
때문이,1,0.01
인쇄의,1,0.01
검정색이었는데,1,0.01
담배색보다,1,0.01
가벼움,1,0.01
모니터와,1,0.01
설정에서,1,0.01
검토한,1,0.01
검은색이었습니다,1,0.01
받으려는,1,0.01
성함을,1,0.01
계신,1,0.01
분들께,1,0.01
여쭤봤는데,1,0.01
투어가,1,0.01
않나요,1,0.01
의도한,1,0.01
걸까,1,0.01
이유입니다,1,0.01
받는데,1,0.01
spawn,1,0.01
수신을,1,0.01
중단하고,1,0.01
나타나는,1,0.01
귀찮습니다,1,0.01
판매점에서는,1,0.01
조금이라도,1,0.01
섭취하는,1,0.01
빠뜨리고,1,0.01
조카,1,0.01
생일선물이라,1,0.01
없더라고요,1,0.01
배송센터에서,1,0.01
만들어졌으며,1,0.01
견고하지도,1,0.01
최신,1,0.01
viana,1,0.01
es,1,0.01
잠시,1,0.01
주십시오,1,0.01
가능성,1,0.01
가능한지,1,0.01
바뀌고,1,0.01
않았던,1,0.01
2x2,1,0.01
2x1,1,0.01
상환하거나,1,0.01
광고도,1,0.01
펜듈럼,1,0.01
냈으니,1,0.01
사기당한,1,0.01
종료되었으며,1,0.01
영어도,1,0.01
배터리도,1,0.01
손전등의,1,0.01
플러그도,1,0.01
베개커버는,1,0.01
교환하라는,1,0.01
일단,1,0.01
조립하면,1,0.01
나사로만,1,0.01
견고하지,1,0.01
매장에도,1,0.01
philco,1,0.01
660n,1,0.01
시어터,1,0.01
798이,1,0.01
16일이라는,1,0.01
존중되지,1,0.01
내용인지는,1,0.01
주거나,1,0.01
돌려주세요,1,0.01
환불요청해요,1,0.01
형제들을,1,0.01
2개이지만,1,0.01
21일이었고,1,0.01
보온병과,1,0.01
10장이,1,0.01
수건세트를,1,0.01
수건에,1,0.01
수령일은,1,0.01
날까지,1,0.01
배송이었습니다,1,0.01
03번의,1,0.01
시도에서만,1,0.01
싸여,1,0.01
보내기를,1,0.01
바보,1,0.01
페인팅,1,0.01
3피스,1,0.01
주방,1,0.01
ecru,1,0.01
해골유리,1,0.01
모양의,1,0.01
건물에는,1,0.01
24시간,1,0.01
컨시어지가,1,0.01
갔더라면,1,0.01
증명하는,1,0.01
세어보니,1,0.01
100개,1,0.01
누락되었다고,1,0.01
왔어,1,0.01
버전을,1,0.01
오리엔트의,1,0.01
설명서나,1,0.01
보증서가,1,0.01
거주하기,1,0.01
받아야만,1,0.01
기다리면,1,0.01
전표로,1,0.01
아니었거든요,1,0.01
농담,1,0.01
컬러감이,1,0.01
교체하거나,1,0.01
수리해야,1,0.01
20일인데,1,0.01
지나면,1,0.01
필요없을,1,0.01
개선할,1,0.01
오래됐고,1,0.01
말에,1,0.01
준비도,1,0.01
남녀공용으로,1,0.01
여성용으로,1,0.01
작게왔어요,1,0.01
수량대로,1,0.01
a5용,1,0.01
내장,1,0.01
ps,1,0.01
세금계산서,1,0.01
015094,1,0.01
balassa,1,0.01
bonfatti,1,0.01
매거진,1,0.01
ltda,1,0.01
epp,1,0.01
스쿠터를,1,0.01
친구를,1,0.01
친구는,1,0.01
연락해보겠습니다,1,0.01
피부에,1,0.01
물을,1,0.01
뿌릴,1,0.01
사용될,1,0.01
게임의,1,0.01
전달을,1,0.01
부적절한,1,0.01
여행,1,0.01
찻주전자가,1,0.01
쏟아져,1,0.01
여동생에게,1,0.01
바랐지만,1,0.01
14인치,1,0.01
노트용,1,0.01
배송됨에도,1,0.01
터무니없습니다,1,0.01
10일인데,1,0.01
배송될지조차,1,0.01
오렌지색으로,1,0.01
품절이라고,1,0.01
경고했어야,1,0.01
청록색을,1,0.01
녹색이,1,0.01
소박한,1,0.01
직전에,1,0.01
요가,1,0.01
매트로,1,0.01
연습을,1,0.01
크기는,1,0.01
가치,1,0.01
사람들이라면,1,0.01
바꾸는게,1,0.01
번거롭네요,1,0.01
스모크커버만,1,0.01
결점이,1,0.01
거라고는,1,0.01
상상도,1,0.01
3에,1,0.01
비쌌으며,1,0.01
급해서,1,0.01
버릴,1,0.01
시간입니다,1,0.01
부랑자들에게,1,0.01
배달할지,1,0.01
안할지,1,0.01
바닥용,1,0.01
빨랫줄을,1,0.01
이루어진,1,0.01
거래에,1,0.01
기부할,1,0.01
코드에는,1,0.01
수취인에게,1,0.01
시점이,1,0.01
우체국에서도,1,0.01
드려,1,0.01
통화하는,1,0.01
충전까지,1,0.01
2시간,1,0.01
잘리지,1,0.01
빨랐는데,1,0.01
딱히,1,0.01
흠잡을,1,0.01
데가,1,0.01
30일이었습니다,1,0.01
unaro,1,0.01
pecan을,1,0.01
canela,1,0.01
velho를,1,0.01
도와줘야,1,0.01
어린아이가,1,0.01
선물한,1,0.01
약하다,1,0.01
꺼내면,1,0.01
9일,1,0.01
설명서대로,1,0.01
설치했는데,1,0.01
targaryen에게서,1,0.01
국산품은,1,0.01
중국산입니다,1,0.01
우편번호와,1,0.01
부풀렸을,1,0.01
비뚤어지고,1,0.01
10분,1,0.01
열리는,1,0.01
플로트입니다,1,0.01
1g,1,0.01
60정,1,0.01
260mg이,1,0.01
함유된,1,0.01
4입니다,1,0.01
정수,1,0.01
환불받아야,1,0.01
서비스팀에,1,0.01
당황스럽네요,1,0.01
져라,1,0.01
ocmpra,1,0.01
90에,1,0.01
상자라고,1,0.01
반품하려는,1,0.01
배에,1,0.01
답변해,1,0.01
8시,1,0.01
반을,1,0.01
네모난,1,0.01
크리스마스용이었는데,1,0.01
새해에는,1,0.01
혼란을,1,0.01
최소화하기,1,0.01
2월부터,1,0.01
부분인데,1,0.01
부풀어오른,1,0.01
가까이까지,1,0.01
오지도,1,0.01
보도록,1,0.01
낭비될,1,0.01
첫날에는,1,0.01
상점의,1,0.01
장밖에,1,0.01
구입했을,1,0.01
카트리지였는데,1,0.01
포함되어서는,1,0.01
원했지만,1,0.01
봤기,1,0.01
컨테이너만,1,0.01
반품되지,1,0.01
배송시에,1,0.01
혼선이,1,0.01
사이트에서는,1,0.01
reclameaqui의,1,0.01
중재를,1,0.01
focalouca가,1,0.01
부정하고,1,0.01
자격을,1,0.01
박탈하고,1,0.01
반환하려고,1,0.01
펜듈럼은,1,0.01
실수였기를,1,0.01
optymemori와,1,0.01
공식이,1,0.01
취해질지에,1,0.01
일이었습니다,1,0.01
쿠션과,1,0.01
